timestamp,available,total,unrealized_pnl,open_positions
2026-02-17T16:07:32.529226,45408.19560540,49904.23731109,89.16300000,3
2026-02-17T16:08:02.531127,45406.94980540,49904.23731109,82.93400000,3
2026-02-17T16:08:32.551501,45398.93305540,49904.23731109,42.85025000,3
2026-02-17T16:09:02.565156,45398.58216540,49904.23731109,41.09580000,3
2026-02-17T16:09:32.585499,45397.12712540,49904.23731109,33.82060000,3
2026-02-17T16:10:02.618359,45397.07220540,49904.23731109,33.54600000,3
2026-02-17T16:10:37.655674,45392.05855540,49904.23731109,8.47775000,3
2026-02-17T16:11:07.669463,45392.64361540,49904.23731109,11.40305000,3
2026-02-17T16:11:42.662216,45387.00098540,49904.23731109,-16.81010000,3
2026-02-17T16:12:12.762994,45390.62236540,49904.23731109,1.29680000,3
2026-02-17T16:12:47.839394,45388.39050540,49904.23731109,-9.86250000,3
2026-02-17T16:13:22.776521,45389.98201540,49904.23731109,-1.90495000,3
2026-02-17T16:13:57.655430,45389.64531540,49904.23731109,-3.58845000,3
2026-02-17T16:14:32.659747,45387.78600540,49904.23731109,-12.88500000,3
2026-02-17T16:15:07.649272,45388.69918540,49904.23731109,-8.31910000,3
2026-02-17T16:15:42.662232,45387.28638540,49904.23731109,-15.38310000,3
2026-02-17T16:16:17.665116,45389.70300540,49904.23731109,-3.30000000,3
2026-02-17T16:16:52.661333,45393.23200540,49904.23731109,14.34500000,3
2026-02-17T16:17:27.664251,45392.47750540,49904.23731109,10.57250000,3
2026-02-17T16:17:57.672562,45395.33310540,49904.23731109,24.85050000,3
2026-02-17T16:18:32.649474,45394.27200540,49904.23731109,19.54500000,3
2026-02-17T16:19:02.662602,45392.67788540,49904.23731109,11.57440000,3
2026-02-17T16:19:37.660797,45392.21886540,49904.23731109,9.27930000,3
2026-02-17T16:20:10.150982,45391.83508540,49904.23731109,7.36040000,3
2026-02-17T16:20:42.668188,45391.99513540,49904.23731109,8.16065000,3
2026-02-17T16:21:17.675742,45389.47599540,49904.23731109,-4.43505000,3
2026-02-17T16:21:52.670180,45388.21676540,49904.23731109,-10.73120000,3
2026-02-17T16:22:22.671722,45389.84504540,49904.23731109,-2.47545000,3
2026-02-17T16:22:52.685029,45386.78755540,49904.23731109,-17.87725000,3
2026-02-17T16:23:27.685663,45385.01542540,49904.23731109,-26.73790000,3
2026-02-17T16:24:02.675872,45378.32934540,49904.23731109,-60.16830000,3
2026-02-17T16:24:33.114979,45377.41140540,49904.23731109,-64.75800000,3
2026-02-17T16:25:07.665277,45369.84330540,49904.23731109,-102.59850000,3
2026-02-17T16:25:37.682554,45375.62765540,49904.23731109,-73.67675000,3
2026-02-17T16:26:10.324503,45379.22353540,49904.23731109,-54.41490000,3
2026-02-17T16:26:42.707533,45380.08678540,49904.23731109,-51.38110000,3
2026-02-17T16:27:17.670548,45380.16790540,49904.23731109,-50.97550000,3
2026-02-17T16:27:47.699124,45382.42593540,49904.23731109,-39.68535000,3
2026-02-17T16:28:22.710303,45382.61060540,49904.23731109,-38.76200000,3
2026-02-17T16:28:52.734432,45385.01668540,49904.23731109,-26.73160000,3
2026-02-17T16:29:22.760132,45385.96856540,49904.23731109,-21.97220000,3
2026-02-17T16:29:52.790695,45385.69690540,49904.23731109,-24.24800000,3
2026-02-17T16:30:22.793946,45385.82730540,49904.23731109,-22.67850000,3
2026-02-17T16:30:57.787901,45385.99508540,49904.23731109,-21.83960000,3
2026-02-17T16:31:28.229529,45388.28101540,49904.23731109,-10.40995000,3
2026-02-17T16:32:02.816191,45394.18766540,49904.23731109,19.12330000,3
2026-02-17T16:32:37.818298,45391.55080540,49904.23731109,5.93900000,3
2026-02-17T16:33:07.913325,45392.65550540,49904.23731109,11.46250000,3
2026-02-17T16:33:42.865013,45390.62830540,49904.23731109,1.32650000,3
2026-02-17T16:34:17.851544,45391.16955540,49904.23731109,4.03275000,3
2026-02-17T16:34:47.860137,45390.22510540,49904.23731109,-0.68950000,3
2026-02-17T16:35:17.891637,45388.04092540,49904.23731109,-11.61040000,3
2026-02-17T16:35:47.893638,45386.94470540,49904.23731109,-17.09150000,3
2026-02-17T16:36:17.925795,45388.25560540,49904.23731109,-10.53700000,3
2026-02-17T16:36:47.938317,45387.18275540,49904.23731109,-15.90125000,3
2026-02-17T16:37:17.940588,45386.82040540,49904.23731109,-17.71300000,3
2026-02-17T16:37:47.964046,45386.50596540,49904.23731109,-18.75910000,3
2026-02-17T16:38:22.935836,45385.13721540,49904.23731109,-26.12895000,3
2026-02-17T16:38:52.940979,45384.85486540,49904.23731109,-27.54070000,3
2026-02-17T16:39:27.954023,45385.03160540,49904.23731109,-26.65700000,3
2026-02-17T16:39:57.988511,45385.22690540,49904.23731109,-25.68050000,3
2026-02-17T16:40:32.961917,45388.34788540,49904.23731109,-10.07560000,3
2026-02-17T16:41:02.976272,45387.64096540,49904.23731109,-13.61020000,3
2026-02-17T16:41:33.001684,45389.26956540,49904.23731109,-5.46720000,3
2026-02-17T16:42:03.009096,45390.45758540,49904.23731109,0.47290000,3
2026-02-17T16:42:33.075033,45389.42072540,49904.23731109,-4.71140000,3
2026-02-17T16:43:03.236335,45389.18945540,49904.23731109,-5.86775000,3
2026-02-17T16:43:38.099936,45387.94930540,49904.23731109,-12.06850000,3
2026-02-17T16:44:08.113931,45388.00540540,49904.23731109,-11.78800000,3
2026-02-17T16:44:43.128811,45387.59640540,49904.23731109,-13.83300000,3
2026-02-17T16:45:18.102050,45386.96660540,49904.23731109,-16.98200000,3
2026-02-17T16:45:48.126856,45388.24609540,49904.23731109,-10.67485000,3
2026-02-17T16:46:18.196907,45389.49730540,49904.23731109,-4.32850000,3
2026-02-17T16:46:53.141823,45388.34043540,49904.23731109,-10.11285000,3
2026-02-17T16:47:23.162758,45388.24268540,49904.23731109,-10.60160000,3
2026-02-17T16:47:58.166100,45388.79497540,49904.23731109,-7.84015000,3
2026-02-17T16:48:33.152205,45388.53828540,49904.23731109,-9.12360000,3
2026-02-17T16:49:03.197176,45389.53500540,49904.23731109,-4.14000000,3
2026-02-17T16:49:38.152675,45388.19170540,49904.23731109,-10.85650000,3
2026-02-17T16:50:08.174666,45389.24581540,49904.23731109,-5.58595000,3
2026-02-17T16:50:38.175074,45388.50430540,49904.23731109,-9.29350000,3
2026-02-17T16:51:08.211209,45377.83358540,49904.23731109,-62.64710000,3
2026-02-17T16:51:38.218054,45370.99890540,49904.23731109,-96.82050000,3
2026-02-17T16:52:08.230711,45363.01588540,49904.23731109,-136.73560000,3
2026-02-17T16:52:38.231565,45364.92971455,49904.19631387,-127.52518000,3
2026-02-17T16:53:08.238123,45366.60317055,49904.19631387,-119.15790000,3
2026-02-17T16:53:43.216897,45371.23145055,49904.19631387,-96.01650000,3
2026-02-17T16:54:13.240144,45372.96161055,49904.19631387,-87.36570000,3
2026-02-17T16:54:43.245493,45373.17157055,49904.19631387,-86.31590000,3
2026-02-17T16:55:13.279254,45369.44982255,49904.19631387,-104.92464000,3
2026-02-17T16:55:48.275331,45374.19627055,49904.19631387,-81.19240000,3
2026-02-17T16:56:18.278972,45374.00785055,49904.19631387,-82.13450000,3
2026-02-17T16:56:48.281733,45375.12594255,49904.19631387,-76.54404000,3
2026-02-17T16:57:18.290869,45374.75585855,49904.19631387,-78.39446000,3
2026-02-17T16:57:53.297367,45373.30489055,49904.19631387,-85.64930000,3
2026-02-17T16:58:23.307574,45377.87173455,49904.19631387,-62.81508000,3
2026-02-17T16:58:58.288285,45380.75349055,49904.19631387,-48.40630000,3
2026-02-17T16:59:28.307002,45381.57351055,49904.19631387,-44.30620000,3
2026-02-17T16:59:58.342138,45380.37849855,49904.19631387,-50.28126000,3
2026-02-17T17:00:28.347495,45381.65865055,49904.19631387,-43.88050000,3
2026-02-17T17:00:58.375570,45383.57205455,49904.19631387,-36.77980000,3
2026-02-17T17:01:33.347424,45381.42815055,49904.19631387,-45.03300000,3
2026-02-17T17:02:08.344010,45382.27251055,49904.19631387,-40.81120000,3
2026-02-17T17:02:38.351434,45385.42107055,49904.19631387,-25.06840000,3
2026-02-17T17:03:08.449668,45385.05999055,49904.19631387,-26.87380000,3
2026-02-17T17:03:43.366778,45384.06087055,49904.19631387,-31.86940000,3
2026-02-17T17:04:13.366975,45378.80384255,49904.19631387,-58.15454000,3
2026-02-17T17:04:43.382300,45374.68351455,49904.19631387,-78.75618000,3
2026-02-17T17:05:18.810836,45374.57167055,49904.19631387,-79.31540000,3
2026-02-17T17:05:53.389353,45373.49339055,49904.19631387,-84.70680000,3
2026-02-17T17:06:23.408333,45373.28845855,49904.19631387,-85.73146000,3
2026-02-17T17:06:53.420610,45362.48125055,49904.19631387,-139.76750000,3
2026-02-17T17:07:23.433607,45364.27756255,49904.19631387,-130.78594000,3
2026-02-17T17:07:53.457449,45371.23663055,49904.19631387,-95.99060000,3
2026-02-17T17:08:24.142716,45372.03047855,49904.19631387,-92.02136000,3
2026-02-17T17:08:58.637317,45371.65511055,49904.19631387,-95.31290000,3
2026-02-17T17:09:33.465403,45373.10653055,49904.19631387,-86.64110000,3
2026-02-17T17:10:03.687550,45371.57983055,49904.19631387,-94.27460000,3
2026-02-17T17:10:38.511343,45374.38279055,49904.19631387,-80.25980000,3
2026-02-17T17:11:08.530150,45375.17625055,49904.19631387,-76.29250000,3
2026-02-17T17:11:38.533163,45373.93858255,49904.19631387,-82.48084000,3
2026-02-17T17:12:10.203062,45375.33028655,49904.19631387,-75.52232000,3
2026-02-17T17:12:43.554893,45373.69235055,49904.19631387,-83.71200000,3
2026-02-17T17:13:13.564993,45375.29623055,49904.19631387,-75.69260000,3
2026-02-17T17:13:43.580598,45375.02823055,49904.19631387,-77.03260000,3
2026-02-17T17:14:18.580526,45376.73180255,49904.19631387,-68.51474000,3
2026-02-17T17:14:54.034317,45377.35059455,49904.19631387,-65.42078000,3
2026-02-17T17:15:28.616247,45376.67933055,49904.19631387,-68.77710000,3
2026-02-17T17:15:58.644240,45376.50390655,49904.19631387,-69.65422000,3
2026-02-17T17:16:28.676741,45376.48249055,49904.19631387,-68.34808000,3
2026-02-17T17:16:58.678692,45375.54261055,49904.19631387,-74.46070000,3
2026-02-17T17:17:28.680864,45375.92873055,49904.19631387,-72.53010000,3
2026-02-17T17:17:58.726380,45377.11285055,49904.19631387,-66.60950000,3
2026-02-17T17:18:28.746928,45379.13978655,49904.19631387,-56.47482000,3
2026-02-17T17:19:03.770584,45378.89851055,49904.19631387,-57.68120000,3
2026-02-17T17:19:38.756574,45376.12122255,49904.19631387,-71.56764000,3
2026-02-17T17:20:08.775212,45376.87291455,49904.19631387,-67.80918000,3
2026-02-17T17:20:43.774793,45377.02855855,49904.19631387,-67.03096000,3
2026-02-17T17:21:18.766460,45377.78665055,49904.19631387,-63.24050000,3
2026-02-17T17:21:48.768981,45379.35154255,49904.19631387,-55.41604000,3
2026-02-17T17:22:18.772649,45377.76505055,49904.19631387,-63.34850000,3
2026-02-17T17:22:48.781037,45379.68950255,49904.19631387,-53.72624000,3
2026-02-17T17:23:23.775579,45381.44029455,49904.19631387,-44.97228000,3
2026-02-17T17:23:53.780793,45383.88524655,49904.19631387,-32.74752000,3
2026-02-17T17:24:29.165585,45386.29916655,49904.19631387,-20.67792000,3
2026-02-17T17:25:03.761271,45383.91010655,49904.19631387,-32.62322000,3
2026-02-17T17:25:33.768344,45383.63965055,49904.19631387,-33.97550000,3
2026-02-17T17:26:03.768626,45383.55099055,49904.19631387,-34.41880000,3
2026-02-17T17:26:33.792438,45383.47347055,49904.19631387,-34.80640000,3
2026-02-17T17:27:08.815104,45382.74741455,49904.19631387,-38.43668000,3
2026-02-17T17:27:44.148831,45382.29554255,49904.19631387,-40.69604000,3
2026-02-17T17:28:18.757415,45381.93747055,49904.19631387,-42.48640000,3
2026-02-17T17:28:48.782280,45380.38455455,49904.19631387,-50.25098000,3
2026-02-17T17:29:18.782897,45381.17061855,49904.19631387,-46.32066000,3
2026-02-17T17:29:48.813362,45383.31165055,49904.19631387,-35.61550000,3
2026-02-17T17:30:18.820961,45384.93985455,49904.19631387,-27.47448000,3
2026-02-17T17:30:48.826387,45385.96043055,49904.19631387,-22.37160000,3
2026-02-17T17:31:18.895503,45384.09957055,49904.19631387,-31.67590000,3
2026-02-17T17:31:55.016723,45371.62003055,49904.19631387,-94.10310000,3
2026-02-17T17:32:28.973075,45374.73813855,49904.19631387,-78.48306000,3
2026-02-17T17:33:03.831408,45388.19871855,49904.19631387,-11.18016000,3
2026-02-17T17:33:38.851292,45389.11323055,49904.19631387,-6.60760000,3
2026-02-17T17:34:08.895843,45385.18841055,49904.19631387,-26.23170000,3
2026-02-17T17:34:43.828624,45377.41031055,49904.19631387,-65.12220000,3
2026-02-17T17:35:13.834437,45379.75594655,49904.19631387,-53.39402000,3
2026-02-17T17:35:48.838870,45381.34027055,49904.19631387,-45.47240000,3
2026-02-17T17:36:18.886836,45383.61195055,49904.19631387,-34.11400000,3
2026-02-17T17:36:53.819150,45382.56523055,49904.19631387,-39.34760000,3
2026-02-17T17:37:23.829525,45384.39223055,49904.19631387,-30.21260000,3
2026-02-17T17:37:53.884302,45386.61577055,49904.19631387,-19.09490000,3
2026-02-17T17:38:28.826174,45397.43393455,49904.19631387,34.99592000,3
2026-02-17T17:38:58.837558,45467.22325779,49905.76454779,103.00717136,3
2026-02-17T17:39:28.883187,45470.80222179,49905.76454779,120.30037136,3
2026-02-17T17:40:03.853407,45460.54925379,49905.76454779,69.63715136,3
2026-02-17T17:40:33.855219,45472.06414179,49905.76454779,127.21159136,3
2026-02-17T17:41:03.859631,45523.32377785,49907.96902885,167.66671988,3
2026-02-17T17:41:33.868070,45517.69031185,49907.96902885,139.49938988,3
2026-02-17T17:42:03.904643,45523.40264785,49907.96902885,168.06106988,3
2026-02-17T17:42:38.889119,45521.78699185,49907.96902885,159.98278988,3
2026-02-17T17:43:10.404480,45532.75607185,49907.96902885,214.82818988,3
2026-02-17T17:43:43.849235,45541.71231385,49907.96902885,259.60939988,3
2026-02-17T17:44:13.908840,45585.29372746,49911.20151547,256.53338840,3
2026-02-17T17:44:44.103807,45592.17865546,49911.20151547,290.95802840,3
2026-02-17T17:45:18.850999,45590.99725546,49911.20151547,285.05102840,3
2026-02-17T17:45:48.860172,45594.74929546,49911.20151547,303.81122840,3
2026-02-17T17:46:23.861190,45596.12047546,49911.20151547,310.66712840,3
2026-02-17T17:46:53.870525,45597.74101546,49911.20151547,329.88692840,3
2026-02-17T17:47:28.847229,45605.11275946,49911.20151547,355.62854840,3
2026-02-17T17:48:03.848617,45603.20467546,49911.20151547,346.08812840,3
2026-02-17T17:48:33.878867,45597.60968746,49911.20151547,318.11318840,3
2026-02-17T17:49:03.926950,45595.49107546,49911.20151547,307.52012840,3
2026-02-17T17:49:38.868127,45593.23333546,49911.20151547,296.23142840,3
2026-02-17T17:50:10.675464,45589.42722346,49911.20151547,277.20086840,3
2026-02-17T17:50:43.875230,45612.18931546,49911.20151547,391.01132840,3
2026-02-17T17:51:13.919522,45603.29965546,49911.20151547,346.56302840,3
2026-02-17T17:51:48.910371,45607.07243146,49911.20151547,365.42690840,3
2026-02-17T17:52:18.925501,45600.17863546,49911.20151547,330.95792840,3
2026-02-17T17:52:53.854361,45602.52542746,49911.20151547,342.69188840,3
2026-02-17T17:53:28.871014,45606.54781546,49911.20151547,362.80382840,3
2026-02-17T17:54:04.085100,45614.34349546,49911.20151547,396.31652840,3
2026-02-17T17:54:38.831521,45608.23255546,49911.20151547,371.22752840,3
2026-02-17T17:55:08.881289,45607.15777546,49911.20151547,365.85362840,3
2026-02-17T17:55:38.936623,45607.59091546,49911.20151547,368.01932840,3
2026-02-17T17:56:10.531654,45603.94705546,49911.20151547,349.80002840,3
2026-02-17T17:56:43.875082,45603.45539146,49911.20151547,347.34170840,3
2026-02-17T17:57:13.877728,45596.66023546,49911.20151547,313.36592840,3
2026-02-17T17:57:48.846485,45603.73429546,49911.20151547,348.73622840,3
2026-02-17T17:58:18.848882,45605.12441146,49911.20151547,355.68680840,3
2026-02-17T17:58:48.974781,45601.50643546,49911.20151547,337.59692840,3
2026-02-17T17:59:23.845343,45601.50084346,49911.20151547,337.56896840,3
2026-02-17T17:59:53.851311,45605.24941546,49911.20151547,356.31182840,3
2026-02-17T18:00:23.858794,45602.31753946,49911.20151547,341.65244840,3
2026-02-17T18:00:53.900531,45601.74745546,49911.20151547,338.80202840,3
2026-02-17T18:01:23.959582,45597.69841546,49911.20151547,318.55682840,3
2026-02-17T18:01:58.857882,45598.42971946,49911.20151547,322.21334840,3
2026-02-17T18:02:33.865695,45596.90435146,49911.20151547,314.58650840,3
2026-02-17T18:03:03.883218,45598.03039546,49911.20151547,320.21672840,3
2026-02-17T18:03:38.836061,45596.98253146,49911.20151547,314.97740840,3
2026-02-17T18:04:08.863184,44625.63068446,49911.20151547,298.42532840,3
2026-02-17T18:04:38.941435,44626.98178846,49911.20151547,305.18084840,3
2026-02-17T18:05:09.297727,44625.32016046,49911.20151547,296.87270840,3
2026-02-17T18:05:43.850928,44627.88974446,49911.20151547,309.72062840,3
2026-02-17T18:06:13.881447,44627.80856446,49911.20151547,309.31472840,3
2026-02-17T18:06:49.395582,44633.31304846,49911.20151547,336.83714840,3
2026-02-17T18:07:23.968994,44635.40780446,49911.20151547,347.31092840,3
2026-02-17T18:07:59.415615,44635.13049646,49911.20151547,345.92438840,3
2026-02-17T18:08:29.471697,44630.19441646,49911.20151547,321.24398840,3
2026-02-17T18:09:03.999093,44620.07204446,49911.20151547,263.29652840,3
2026-02-17T18:09:39.394403,44619.90478846,49911.20151547,261.06626840,3
2026-02-17T18:10:09.427628,44623.43102446,49911.20151547,287.42702840,3
2026-02-17T18:10:39.584386,44618.46056446,49911.20151547,262.57472840,3
2026-02-17T18:11:10.395503,44622.15536446,49911.20151547,294.15584840,3
2026-02-17T18:11:43.917236,44626.05660046,49911.20151547,300.55490840,3
2026-02-17T18:12:19.558719,44622.70724446,49911.20151547,283.80812840,3
2026-02-17T18:12:53.876855,44621.98402846,49911.20151547,280.19204840,3
2026-02-17T18:13:29.577532,44624.92316446,49911.20151547,294.88772840,3
2026-02-17T18:14:03.859658,44630.04932446,49911.20151547,320.51852840,3
2026-02-17T18:14:33.874694,44630.98171246,49911.20151547,325.18046840,3
2026-02-17T18:15:03.879062,44634.70424446,49911.20151547,343.79312840,3
